GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
3084         8   31486820   32624058   3435     134  161405      0.91281      0.18067
84750        8   33226557   33340664    324      20  161405      0.74776       0.2273
84549        8   33332685   33360278     72       8  161405      0.64787      0.25853
80185        8   33354527   33380703     89       7  161405      0.95655       0.1694
79845        8   33403772   33434646     95       9  161405       2.1541     0.015615
78986        8   33447348   33467546     41       7  161405       1.3616     0.086657
137970       8   35082975   35655568    950      52  161405      0.32641      0.37206
157855       8   36631842   36795143    262      18  161405      0.74659      0.22766
80139        8   37543301   37557896      6       4  161405      0.40677      0.34209
11160        8   37583743   37616819     15       8  161405        2.438    0.0073839
11212        8   37609680   37638786     14       8  161405      0.11384      0.45468
25960        8   37644401   37703004    113      27  161405      0.82027      0.20603
55290        8   37699898   37717431     20       6  161405     -0.20112       0.5797
80223        8   37714965   37767015     42      12  161405      0.64161      0.26056
137362       8   37790299   37807664     34       7  161405      0.20633      0.41827
155          8   37819013   37834184     16       3  161405      0.32661      0.37198
1978         8   37878020   37919383     50       8  161405       1.4927     0.067761
9070         8   37952483   37999098     51      12  161405       2.4387    0.0073699
6770         8   37998718   38018783     17       6  161405       3.5826   0.00017008
27257        8   38019339   38044248     40       6  161405       5.2372   8.1504e-08
9530         8   38024106   38072319     71       5  161405       5.2881   6.1784e-08
23259        8   38078861   38121851     38       6  161405        5.673   7.0155e-09
84513        8   38117535   38136841     21       4  161405       5.9572   1.2833e-09
54904        8   38125717   38249872    154      12  161405       5.9306   1.5094e-09
137994       8   38230041   38268545     46       5  161405       6.1007   5.2801e-10
2260         8   38267156   38336352    112      19  161405       5.8043   3.2315e-09
389649       8   38366852   38396180     79       8  161405       1.8474     0.032346
6867         8   38575704   38712046    256      24  161405       2.4536     0.007072
59339        8   38748753   38832931    216      46  161405     -0.19707      0.57811
203100       8   38821668   38847681     56       6  161405     -0.53595        0.704
8754         8   38844505   38964280    225      20  161405     -0.39993       0.6554
83877        8   38844827   38864335     42       7  161405     0.013441      0.49464
203102       8   38955050   39143936    395      17  161405    -0.047715      0.51903
8749         8   39432087   39589083    292      22  161405      0.80054       0.2117
2515         8   39599754   39705808    218      23  161405   -0.0024197      0.50097
3620         8   39761328   39787809     52      10  161405     -0.22949      0.59076
169355       8   39782474   39875410    410      33  161405      0.56741      0.28522
56892        8   40000987   40014327     34       7  161405      -0.4359      0.66854
79698        8   40386609   40765345   1142      79  161405       4.7382   1.0783e-06
6422         8   41117976   41176990    134      18  161405     -0.64641      0.74099
51125        8   41338081   41369999     96      14  161405      -0.4118      0.65976
84296        8   41376725   41404065     95      20  161405     -0.22536      0.58915
137964       8   41425702   41484020    142      13  161405      0.76673      0.22162
157848       8   41502329   41518011     52       9  161405      0.24394      0.40364
286          8   41509244   41764280    742      67  161405       1.7303     0.041787
7994         8   41785497   41919506    181      17  161405     -0.77565      0.78102
10947        8   42000464   42030201     48       6  161405       2.4551    0.0070415
5327         8   42030736   42075242     62      10  161405       1.6403     0.050472
3551         8   42118820   42191671    119      13  161405     -0.22266       0.5881
5423         8   42185973   42230831     76      10  161405     -0.22988      0.59091
27121        8   42230086   42244674     33       5  161405     -0.31149      0.62229
7419         8   42239279   42264955     32       5  161405     -0.20023      0.57935
6575         8   42272480   42407356    249      29  161405        2.507    0.0060886
114926       8   42386298   42409640     51       6  161405       1.8239      0.03408
1142         8   42542562   42593709    220       9  161405      0.39483      0.34649
8973         8   42606263   42633929     61       7  161405      0.96005      0.16851
55145        8   42690317   42708474     24       5  161405      0.50709      0.30605
81790        8   42703280   42761866     79      10  161405      0.85394      0.19657
84376        8   42742033   42887182    253      10  161405      0.32049       0.3743
2339         8   42901442   42942431     56      11  161405     0.029995      0.48804
84197        8   42938649   42979823     56       8  161405      0.50695       0.3061
138050       8   42985592   43059470     87      17  161405      0.67861      0.24869
340441       8   43137585   43219828    251       9  161405      0.65566      0.25602
23514        8   48163489   48650063    362      26  161405       1.9197     0.027445
1052         8   48647976   48660726      8       5  161405      0.41243      0.34001
5591         8   48684169   48882743    148      21  161405       1.6987     0.044689
4173         8   48862763   48892220     14       5  161405       1.6714     0.047317
7336         8   48910966   48978768     40      11  161405       1.7606     0.039153
79645        8   49625974   49657870     56      15  161405     -0.79031      0.78533
6591         8   49828736   49843999     15       8  161405      0.98518      0.16227
492307       8   49956895   49990142     59       9  161405       1.6686     0.047594
54212        8   50812349   51707671   2571      57  161405       3.1374   0.00085219
137902       8   52230637   52732005   1681      58  161405       3.2861     0.000508
115294       8   52728640   52821735    327      15  161405       2.8552    0.0021504
9705         8   53021892   53332439    713      59  161405       3.5461   0.00019548
389658       8   53445097   53488021     72       9  161405      0.60037      0.27413
9821         8   53533518   53637026    114      21  161405     -0.12527      0.54985
2831         8   53842468   53854954     63      10  161405       1.6824      0.04625
4986         8   54136776   54174257    183      16  161405     -0.63181      0.73624
51606        8   54626603   54766099    161      10  161405    -0.063531      0.52533
8601         8   54754368   54873363    146      22  161405       1.7643      0.03884
6917         8   54877616   54945008    120       8  161405       1.3952     0.081471
10434        8   54957427   55024577    120       8  161405       1.0343      0.15051
29088        8   55037781   55062574     44       4  161405        1.901     0.028654
64321        8   55360495   55374956     27       5  161405      -1.4564      0.92736
100129098    8   55376654   55392986     46      13  161405     -0.44511      0.67188
6101         8   55518627   55684024    265      16  161405       4.3228   7.7026e-06
114786       8   56005017   56440214   1126      71  161405       2.5662    0.0051403
137695       8   56649817   56695955    120       9  161405       1.9926     0.023153
96764        8   56675791   56739507    174      12  161405       1.6691     0.047547
4067         8   56782386   56926506    447      34  161405      0.16253      0.43544
6224         8   56979239   56997140     60       6  161405     -0.10478      0.54172
4342         8   57024001   57036541     30       6  161405      -0.5267       0.7008
5324         8   57071963   57133859     94      13  161405     -0.99926      0.84117
79145        8   57114315   57132678     18      10  161405     -0.28681      0.61287
195814       8   57211070   57243335     60      13  161405     0.066951      0.47331
5179         8   57352013   57369282     56       8  161405       1.9881     0.023399
54928        8   57868988   57916430     87      11  161405      0.71674      0.23677
90362        8   58897068   59063777    370      26  161405      0.52105      0.30117
137886       8   59313823   59365560    137      18  161405       3.8018   7.1817e-05
1581         8   59401237   59422720     51       8  161405      0.93545      0.17478
6386         8   59455566   59496919     73       4  161405     -0.47623      0.68305
8439         8   59494563   59582404    188      21  161405      0.42283      0.33621
9760         8   59716477   60041767    809      73  161405       1.5075     0.065846
767          8   61099923   61203954    358      25  161405       4.0053    3.097e-05
5862         8   61419469   61537703    229      12  161405       3.1836    0.0007272
55636        8   61581321   61782087    359      20  161405       2.5267    0.0057574
157807       8   62190514   62415704    427      47  161405       1.8482     0.032284
444          8   62411615   62637199    513      34  161405       1.9152     0.027733
286183       8   63151501   63913711   2221      65  161405       1.0767      0.14081
8836         8   63926138   63961610    139      15  161405       2.2257     0.013018
7274         8   63970547   64008612     95      13  161405        2.425    0.0076537
253943       8   64071112   64126846     79      16  161405      0.80942      0.20914
27319        8   65482795   65497691     21       7  161405        3.739   9.2382e-05
9420         8   65507029   65721348    394      23  161405       5.0686   2.0034e-07
55156        8   66513191   66556452    134      10  161405       2.3898    0.0084285
9650         8   66546888   66624298    199      15  161405       2.1197     0.017015
5150         8   66625069   66763969    329      21  161405       1.6347     0.051056
85479        8   66923791   67014255    260      29  161405       1.2824      0.09985
84675        8   67029131   67089220    130      13  161405      0.75652      0.22467
1392         8   67087112   67100846     34       5  161405       1.6421     0.050289
23212        8   67331263   67344468     34       8  161405       2.2355     0.012693
137872       8   67334693   67385760    157      19  161405       2.1598     0.015393
254778       8   67395491   67432259     74      19  161405   -0.0074996      0.50299
4603         8   67472910   67535484     78       6  161405      0.84656      0.19862
80124        8   67540988   67589452     59       8  161405      0.74174      0.22912
56260        8   67569787   67599297     36       8  161405      0.57328      0.28323
100533105    8   67569787   67775757    307      12  161405     -0.26244      0.60351
23678        8   67614653   67775757    244      11  161405      -0.6672      0.74768
157777       8   67772984   67835783     75       9  161405      -1.4007      0.91934
100129654    8   67857236   67884825     26       6  161405     -0.53866      0.70494
286187       8   67874780   67950804     68       7  161405      0.56034      0.28762
10987        8   67953814   67984562     37       5  161405      0.14611      0.44192
79848        8   67966588   68110349    147      12  161405      0.24773      0.40217
10565        8   68084246   68265912    192      23  161405     -0.12518      0.54981
57094        8   68332905   68668620    798      60  161405     -0.25586      0.60097
80243        8   68854244   69145397    948      77  161405     -0.25375      0.60016
116328       8   69232957   69732758   1324      81  161405       2.1865     0.014388
23213        8   70368859   70574647    533      76  161405    -0.078898      0.53144
81796        8   70582610   70757299    433      42  161405      -1.0287      0.84819
63978        8   70962386   70993562     83      16  161405       3.3603   0.00038935
10499        8   71020497   71326062    451      20  161405       2.0271     0.021328
23471        8   71483953   71530694     94      12  161405     -0.64447      0.74036
51110        8   71548001   71591447    118      13  161405      0.69548      0.24338
389668       8   71571600   71649677    215      13  161405       0.6359      0.26242
2138         8   72108168   72469888    824      88  161405     0.031544      0.48742
9242         8   72752277   72766731     52       7  161405      -1.0754      0.85889
8989         8   72931986   72997819    278      21  161405      -1.3505      0.91156
9312         8   73439626   73852084   1121      65  161405     -0.18948      0.57514
7013         8   73911097   73961487     85       9  161405      0.03108       0.4876
157869       8   73975278   74015507    106      15  161405      0.78784      0.21539
100130301    8   74152123   74184150     80      14  161405       1.1598      0.12307
157506       8   74196837   74239020    106      14  161405       1.6252     0.052056
6129         8   74201374   74215869     38       7  161405        1.595     0.055351
27067        8   74331104   74669943    905      40  161405       1.8324     0.033445
55284        8   74690832   74801145    137      17  161405      0.89248      0.18607
6921         8   74855873   74894522    107      12  161405       1.1049       0.1346
54968        8   74878377   74896518     57       8  161405       1.4098     0.079296
23643        8   74893564   74942814    148      17  161405       2.1384     0.016244
56704        8   75145435   75243721    168      24  161405       2.4664    0.0068248
54332        8   75252618   75280845     83       7  161405       1.6881     0.045694
51050        8   75726772   75768764    101      15  161405       1.8667     0.030973
83690        8   75886708   75948293    196      22  161405     -0.24001      0.59484
3174         8   76442203   76480569    154      15  161405       0.7417      0.22913
79776        8   77583515   77781021    388      32  161405       1.6422     0.050275
5828         8   77890994   77923280     76      13  161405       2.0553     0.019927
5569         8   79418336   79519002    215      19  161405     -0.42304      0.66387
51101        8   79568282   79633500    145      13  161405     -0.17247      0.56847
3574         8   79643507   79727758    189      18  161405    -0.090693      0.53613
11075        8   80513049   80579910    193      26  161405      0.34355      0.36559
23462        8   80674745   80690098     21       7  161405        1.819     0.034455
28957        8   80829452   80952516    136      16  161405     -0.52373      0.69977
7163         8   80945603   81093836    453      21  161405    -0.090108       0.5359
65986        8   81387854   81440000    108      14  161405      0.71686      0.23673
619279       8   81539186   81797016    333      19  161405     -0.51658      0.69727
55824        8   81878545   82034303    334      42  161405        3.733   9.4593e-05
2171         8   82182718   82198512     19       5  161405      -1.8299      0.96637
5375         8   82351061   82369719     52       6  161405      -3.2445      0.99941
646480       8   82369118   82383758     43       6  161405      -1.0774      0.85935
2167         8   82389232   82405473     53       6  161405      -1.8181      0.96548
646486       8   82435716   82456056     60      10  161405       2.0213     0.021623
3612         8   82567651   82609029    113      18  161405      0.98524      0.16225
347051       8   82604391   82617207     42       7  161405       1.5338     0.062537
79752        8   82612066   82643539    116      12  161405       1.4987     0.066972
92421        8   82634688   82673250    114      15  161405       1.3998     0.080783
64089        8   82710316   82764539    178      12  161405      0.43151      0.33305
138046       8   85085453   85835579   1550      49  161405      0.62171      0.26707
85444        8   86009323   86059815     71      10  161405      0.54986      0.29121
1875         8   86079619   86128253     66       8  161405     0.035816      0.48571
401466       8   86124788   86142643     23       5  161405      0.36209      0.35864
377677       8   86147716   86197802     64       7  161405      0.18023      0.42849
759          8   86238958   86300342    101      17  161405     0.044671      0.48218
761          8   86341056   86362769     35       6  161405     -0.44775      0.67283
760          8   86366131   86395221     38       7  161405     -0.47916      0.68409
85481        8   87059191   87091851     56       8  161405     -0.48471      0.68606
245972       8   87101139   87167954    229      20  161405    -0.067857      0.52705
157724       8   87224788   87252609     81      14  161405     -0.16389      0.56509
11059        8   87344965   87481681    369      20  161405      0.18741      0.42567
51115        8   87478127   87536567    170      14  161405      0.12409      0.45062
8895         8   87516656   87575226    182      24  161405     -0.42208      0.66352
54714        8   87584663   87765903    488      45  161405      0.61057      0.27074
168975       8   87868676   88396455   1352      54  161405       1.2788      0.10049
138009       8   88881471   88896296     16       7  161405       1.4841     0.068886
4325         8   89047960   89349717    665      49  161405       5.7538   4.3641e-09
8767         8   90759335   90804792    107      11  161405      0.19646      0.42213
734          8   90904096   90941596     67      11  161405      0.57258      0.28347
4683         8   90944064   91006952    151      10  161405       1.4849     0.068791
1666         8   91003580   91065732    145      14  161405        1.356     0.087555
793          8   91069336   91105107     62       9  161405       2.1822     0.014546
169200       8   91632723   91668133     65       8  161405       1.2758      0.10101
64168        8   91793921   91973130    346      13  161405       2.6357    0.0041979
100127983    8   91969206   92007485     55       7  161405       2.2982     0.010776
55529        8   92004999   92063203    107      15  161405       2.7252    0.0032133
51633        8   92072424   92100823     42       5  161405       1.5752     0.057608
100130742    8   92104847   92232973    301      14  161405      0.85658      0.19584
115111       8   92251508   92411878    334      29  161405     -0.33067      0.62955
862          8   92965695   93125454    181       8  161405     -0.26984      0.60636
286144       8   93894258   93988372    132      26  161405      0.53461      0.29646
389676       8   94144824   94189079    112      18  161405       2.6671    0.0038255
137392       8   94702480   94742981     60      11  161405     0.088388      0.46478
389677       8   94741298   94763268     41       4  161405      0.25579      0.39906
91147        8   94757072   94832962     55       9  161405     -0.16768      0.56658
54704        8   94919083   94939796     37       3  161405     -0.92488      0.82249
1015         8   95137894   95239531    281      28  161405     0.096173      0.46169
2669         8   95259981   95284547     66       9  161405    -0.030525      0.51218
25788        8   95382688   95497343    360      17  161405     -0.81683      0.79299
100861412    8   95438440   95459180     55      11  161405     -0.89867      0.81559
25962        8   95498505   95575746    293      16  161405     -0.17349      0.56887
54845        8   95643364   95721194    237      15  161405      -0.9103      0.81867
286148       8   95722103   95807576    255      17  161405      -1.2122      0.88727
55656        8   95825518   95894221    200      18  161405       1.2211      0.11102
9134         8   95890952   95919672     88      15  161405       0.6734      0.25035
94241        8   95936700   95971615     93      11  161405      0.14627      0.44186
137682       8   96027209   96117185    226      21  161405       1.2416      0.10718
79666        8   96135949   96170413     93      11  161405       1.2458      0.10643
157657       8   96255641   96291707    162      18  161405      -1.2922      0.90185
392255       8   97153058   97183020     58       9  161405      0.10749       0.4572
7381         8   97237404   97257862     32       6  161405      0.92991      0.17621
51001        8   97250145   97283796     51       8  161405       1.1218      0.13098
9791         8   97264167   97348274    159      21  161405       1.0519      0.14642
6383         8   97495579   97625537    351      43  161405     0.021562       0.4914
10404        8   97647455   98157231    755      49  161405       2.0819     0.018676
85453        8   98284214   98300192     47       7  161405      0.79829      0.21235
92140        8   98646375   98743988    170      15  161405       2.1318     0.016513
55353        8   98777809   98866330    389      14  161405       1.6401     0.050487
4147         8   98871284   99050448    489      45  161405      -1.0571      0.85477
6156         8   99052438   99067818     34       8  161405     -0.75979      0.77631
203111       8   99066750   99107338    100      25  161405      -1.3558      0.91242
10247        8   99113067   99139418     98      16  161405      -1.0645      0.85645
10940        8   99119521   99173569    216      23  161405      0.78342      0.21669
79815        8   99200554   99317444    247      40  161405      0.38372      0.35059
3788         8   99429250   99444525     27       8  161405       1.0099      0.15628
6788         8   99465359   99964799    613      35  161405       1.0577      0.14509
116039       8   99946631   99965838     22      10  161405        1.002      0.15816
157680       8  100015299  100891947   1460      21  161405      0.74971      0.22671
1345         8  100888723  100916242     55       8  161405       2.0367     0.020839
26166        8  100971664  101128344    261      22  161405     -0.85345       0.8033
286151       8  101144088  101168099     36       4  161405     -0.90671      0.81772
5440         8  101152839  101167730     21       3  161405     -0.69021      0.75497
6674         8  101160263  101255632    180      12  161405      -1.3836      0.91675
25897        8  101267785  101358446    173      13  161405     -0.50467      0.69311
157567       8  101520480  101582014    141      19  161405     -0.72889      0.76697
169166       8  101583610  101671893    347      32  161405      0.64408      0.25976
26986        8  101713644  101744969     54       7  161405    -0.058818      0.52345
7534         8  101929304  101975717    110      12  161405       1.9521     0.025461
51123        8  102207766  102228292     23       6  161405      -1.3313      0.90845
79977        8  102494668  102683454    513      43  161405        1.604     0.054352
83988        8  102697270  103147135   1267      71  161405       2.0828     0.018635
50484        8  103215229  103261346    132      18  161405      0.18831      0.42532
51366        8  103263001  103434947    439      30  161405       1.1751      0.11998
4956         8  103553848  103574745    105      16  161405    -0.053833      0.52147
101927245    8  103658635  103699656    113      19  161405       4.5592    2.568e-06
7071         8  103659505  103678130     49      11  161405       4.8881     5.09e-07
51582        8  103837036  103886905    133      12  161405       1.4909     0.067991
528          8  104023248  104086785    154      17  161405       1.1425      0.12663
79870        8  104142921  104244033    336      37  161405        1.574     0.057742
8323         8  104300661  104346594    141      15  161405      0.34295      0.36582
115908       8  104373743  104396733     87      11  161405       1.5993      0.05488
81034        8  104409366  104437563     85       9  161405      0.81037      0.20886
25879        8  104416942  104457181    103       8  161405      0.64142      0.26062
9699         8  104502426  105268156   2285      29  161405       2.9178    0.0017628
81501        8  105342024  105370417     80      14  161405      0.24194      0.40441
1807         8  105390152  105489281    262      31  161405     -0.35943      0.64036
29967        8  105499959  105611252    169      17  161405      0.94068      0.17343
23414        8  106320917  106818267   1041      84  161405       3.2046   0.00067618
55074        8  107272406  107766422   1288      59  161405     0.051148       0.4796
137735       8  107770211  107792472     55      13  161405      0.15787      0.43728
284          8  108260210  108520254    821      52  161405        2.036     0.020877
340419       8  108910044  109105913    451      40  161405       1.0964      0.13646
3646         8  109212472  109270959    165      10  161405       3.5819   0.00017055
9694         8  109445853  109500636    168      11  161405       3.4599   0.00027022
157753       8  109789665  109809770     35       5  161405       1.3368      0.09065
7201         8  110089653  110133313    128      16  161405       1.3739     0.084735
84955        8  110251648  110356486    240      17  161405       1.5001     0.066793
56943        8  110336552  110359689     45      12  161405       1.1981      0.11543
93035        8  110364706  110545000    426      18  161405   -0.0014413      0.50057
9166         8  110541929  110579725     74      12  161405      0.45529      0.32445
55638        8  110584905  110714020    313      21  161405       1.7749     0.037954
27012        8  110977733  110997963     32       6  161405      0.97605      0.16452
114788       8  113233657  114459242   2886      67  161405       2.3651    0.0090114
7227         8  116419224  116723299    383      17  161405       4.3977   5.4713e-06
8667         8  117655555  117778258    222      21  161405      0.27606      0.39125
84294        8  117768742  117793949     42       8  161405      0.60049      0.27409
5885         8  117856673  117897105     89       8  161405       0.4995      0.30871
441376       8  117940464  117957739     46      12  161405      0.53737      0.29551
169026       8  117952512  118190453    428      30  161405       1.7594     0.039258
90390        8  118522532  118554010     76      12  161405       2.8207    0.0023957
2131         8  118810102  119134058    734      51  161405       2.4262    0.0076293
401474       8  119200194  119644184   1159      78  161405       1.6505     0.049417
4982         8  119934296  119974383    141      18  161405       2.4584    0.0069771
10584        8  119954527  120120707    729      29  161405       3.1577   0.00079497
114569       8  120210610  120259413    111      23  161405     -0.47457      0.68245
4856         8  120418552  120438178     99       6  161405      -0.5341      0.70336
5168         8  120567817  120695644    280      28  161405     -0.12562      0.54998
6873         8  120741514  120855074    285      16  161405     -0.44813      0.67297
79075        8  120844681  120878170    156      17  161405     -0.66303      0.74635
64798        8  120875900  121064657    744      29  161405       0.7814      0.21728
7373         8  121127347  121385773    591      46  161405       1.5628     0.059049
28998        8  121406583  121467647     89      11  161405     -0.40063      0.65565
27085        8  121447638  121537375    200      10  161405       -1.153      0.87554
6641         8  121546485  121835599    782      48  161405       1.4514     0.073341
3037         8  122622856  122663675     99      12  161405     0.053171       0.4788
22882        8  123782510  123988255    483      83  161405       2.8859    0.0019514
79139        8  124023904  124064663    103      16  161405       2.5566    0.0052857
93594        8  124074920  124165893    220      24  161405     -0.21456      0.58495
84985        8  124184752  124223818    114       9  161405      0.35529      0.36119
84933        8  124230696  124263656     11       7  161405     -0.75648      0.77532
100533106    8  124236929  124296727     23      13  161405       2.2551     0.012065
11244        8  124259190  124297781     17      10  161405       3.0561     0.001121
29028        8  124330590  124418705     84      26  161405       1.1056      0.13446
55093        8  124418965  124455761    184       8  161405     -0.19945      0.57904
114907       8  124508627  124563493    161      33  161405      0.26186      0.39672
340359       8  124656243  124676041     91      14  161405       2.1819     0.014557
312          8  124691534  124759647    202      28  161405      0.18708       0.4258
157769       8  124770679  124829192    127      14  161405       1.4579     0.072428
654463       8  124854227  125133912    610      43  161405    -0.099796      0.53975
157378       8  125321659  125394940    169      17  161405     -0.40051      0.65561
55039        8  125453048  125466767     35       8  161405      0.39065      0.34803
11236        8  125477008  125502359     48      10  161405      0.57727      0.28188
83940        8  125499235  125561329    125      16  161405       0.9085      0.18181
4715         8  125541343  125582251    146      21  161405      0.58354      0.27977
9788         8  125561525  125750730    681      80  161405    -0.038423      0.51532
137209       8  125975539  125993131     38       6  161405       1.8591     0.031507
6713         8  126000720  126036025    122      14  161405       1.5706     0.058142
9897         8  126035002  126114061    276      10  161405       1.7615     0.039073
286053       8  126094083  126380867    612      42  161405      0.72812      0.23327
10221        8  126432563  126452147     53      14  161405      0.11776      0.45313
157638       8  127563183  127580717     28       8  161405     0.028724      0.48854
5462         8  128417131  128430955     59       6  161405     -0.83724      0.79877
4609         8  128738315  128755180     40      15  161405       1.4007     0.080657
56169        8  130758942  130809134    149      20  161405     -0.47663      0.68319
51571        8  130850339  131038897    343      32  161405       4.8854   5.1623e-07
50807        8  131062850  131465906   1239      38  161405       3.0857    0.0010155
114          8  131791046  132063012    896      51  161405      0.38975      0.34836
23167        8  132906356  133027389    341      23  161405     -0.13997      0.55566
729330       8  133034967  133081627    155      18  161405     -0.16317      0.56481
10086        8  133072233  133127512    211      32  161405       2.6647    0.0038529
3786         8  133131605  133503004   1243      95  161405       3.4098   0.00032507
23639        8  133582701  133697863    165      20  161405    -0.018489      0.50738
137835       8  133720691  133782914    191      15  161405     -0.95667      0.83063
51105        8  133777604  133862552    146      13  161405    -0.015087      0.50602
7038         8  133869149  134148646    917      49  161405     -0.18357      0.57283
6503         8  134047473  134125604    327      17  161405       0.1262      0.44979
8840         8  134193282  134245433    158      31  161405     -0.49819      0.69083
10397        8  134247914  134319835    249      41  161405     -0.86126      0.80545
6482         8  134465591  134594697    489      87  161405       1.4282     0.076615
57623        8  135488531  135735292    776      40  161405       2.9178    0.0017624
10656        8  136459702  136670568    455      25  161405      0.67476      0.24991
51059        8  139140766  139519065   1242     117  161405       2.2487     0.012265
169044       8  139598978  139936236   1160     117  161405       3.2656   0.00054611
51305        8  140611581  140725299    296      44  161405       4.2974   8.6425e-06
83696        8  140738824  141478678   2183     164  161405       1.5587     0.059529
54108        8  141511397  141528752     48      10  161405       1.6766     0.046808
27161        8  141539764  141655646    336      36  161405       1.9058     0.028336
5747         8  141666981  142021412    537      12  161405       1.8809     0.029991
22898        8  142128720  142207403    168      33  161405       1.4755     0.070034
57210        8  142215773  142320241    357      40  161405       1.9924     0.023162
2843         8  142365085  142387365     64      12  161405       1.3938     0.081695
11156        8  142392093  142444054    147      18  161405       0.7259      0.23395
389690       8  142442429  142527330    377      27  161405       1.0975       0.1362
203062       8  143291941  143494543    739      38  161405       6.4588   5.2765e-11
575          8  143535377  143627869    201      35  161405      0.21854      0.41351
23237        8  143690905  143705833     39       7  161405         2.25     0.012226
8629         8  143737374  143761412    104      11  161405       3.3272   0.00043865
8000         8  143741726  143765645    106      12  161405       3.0486    0.0011494
54742        8  143771529  143787088     39       6  161405       3.2179   0.00064559
51337        8  143798621  143819850     52       7  161405       2.4415    0.0073126
57152        8  143820862  143833829     28       5  161405      0.44382      0.32859
137797       8  143830128  143843952     29       7  161405      0.13691      0.44555
66004        8  143844256  143869640     95      15  161405       1.2129      0.11258
8581         8  143864798  143878008     77       9  161405       1.3898     0.082296
2765         8  143906217  143929762     91      10  161405       1.0538        0.146
1584         8  143952273  143971236     65       6  161405       1.2248      0.11032
1585         8  143990475  144009259     67       8  161405        0.526      0.29944
4061         8  144089902  144105327     49       8  161405      0.70063      0.24177
286122       8  144110679  144137220     76       7  161405     0.091341      0.46361
101928108    8  144152062  144166395     37       6  161405     -0.43619      0.66865
4062         8  144237831  144252053     33       5  161405       5.0297   2.4568e-07
338328       8  144285068  144300544     53       8  161405     -0.37811      0.64733
286128       8  144318991  144346375     82       8  161405     -0.97196      0.83446
2738         8  144323524  144360601    103       9  161405    -0.093536      0.53726
79943        8  144361651  144383622     64       5  161405     -0.45501      0.67545
116447       8  144389994  144452147    190      18  161405      0.11829      0.45292
114822       8  144441025  144467890     66      10  161405       1.0949      0.13678
389692       8  144508730  144522602     67      11  161405      0.99347      0.16024
23144        8  144518325  144634449    350      29  161405      0.93382       0.1752
79792        8  144625383  144646732     84      13  161405       1.3375     0.090525
642475       8  144646862  144664928     79      12  161405       2.8559    0.0021461
93100        8  144655455  144670881     69      11  161405       2.6511    0.0040111
1936         8  144660367  144689845    120      14  161405       2.7069     0.003396
84948        8  144670074  144683985     50       7  161405       2.3224     0.010105
65263        8  144684583  144701784     62      12  161405       3.5598   0.00018559
7264         8  144693288  144710358     37       8  161405       3.4122   0.00032221
9831         8  144708183  144737400     76      14  161405       1.8733     0.030515
286075       8  144756622  144779172     77      12  161405      0.86577      0.19331
100130274    8  144787364  144800279     34       9  161405       3.6507   0.00013075
225689       8  144788507  144806133     46      12  161405       3.8127    6.873e-05
286077       8  144804603  144832710     66       8  161405       3.9326   4.2021e-05
23513        8  144871590  144907890     86      15  161405       3.9591   3.7615e-05
22827        8  144897014  144921556     40       9  161405        4.161   1.5845e-05
340371       8  144914255  144934200     32       9  161405       5.2738   6.6824e-08
83481        8  144937992  144962632     53      17  161405       2.5623    0.0051986
5339         8  144987821  145060913    172      10  161405      -0.5791      0.71874
84875        8  145049820  145070635     39       4  161405      0.33081      0.37039
2907         8  145054226  145069096     24       4  161405      0.51805      0.30221
375686       8  145076582  145103515     26       7  161405      0.84277      0.19968
392275       8  145092853  145107670     12       7  161405     -0.84723      0.80157
26873        8  145104667  145125584     34       6  161405     -0.59645      0.72456
54512        8  145123522  145137051     15       2  161405      -1.2112      0.88709
8733         8  145127064  145142619     18       3  161405     -0.70856       0.7607
1537         8  145139960  145153928     25       2  161405     -0.27132      0.60693
84232        8  145149305  145164015     27       3  161405     0.050148         0.48
81858        8  145152036  145169140     30       3  161405      0.12167      0.45158
51236        8  145182672  145197120      8       1  161405      0.17226      0.43162
727957       8  145192919  145318343     94      13  161405      -0.2088       0.5827
23246        8  145484556  145525120     58       5  161405     -0.90071      0.81613
3297         8  145505270  145539885     70       5  161405     -0.52428      0.69996
8694         8  145536746  145560582     34       9  161405      0.27765      0.39064
83482        8  145552728  145569943     19       7  161405      0.52068      0.30129
79581        8  145572217  145586446     22       3  161405      0.98605      0.16205
340393       8  145575386  145589269     20       3  161405       1.5167     0.064675
26233        8  145577588  145592183     23       4  161405       1.5748     0.057654
203054       8  145587704  145619957     36       7  161405       1.0071      0.15693
29894        8  145616946  145644733     48      10  161405      0.94441      0.17248
55630        8  145636298  145652279     33       8  161405       1.2757      0.10103
51160        8  145647484  145663946     44       4  161405       1.1212       0.1311
4796         8  145652663  145679871     65       6  161405       1.1953      0.11598
50626        8  145673815  145701031     40       8  161405    -0.059972      0.52391
90990        8  145681432  145700999     30       8  161405     -0.26255      0.60355
84988        8  145693365  145729004     44       9  161405      0.93751      0.17425
8928         8  145697615  145711718     17       3  161405      0.92256      0.17812
2875         8  145719465  145734055     19       5  161405       1.1471      0.12567
113655       8  145723161  145738096     20       4  161405       1.2268      0.10994
9684         8  145733349  145752062     25       5  161405       1.7453     0.040465
9401         8  145735167  145753210     25       4  161405       1.7872     0.036955
441381       8  145746261  145762416     20       7  161405       2.1135     0.017278
414919       8  145750099  145764485     18       7  161405       2.1539     0.015624
