# ALPHA = 0.05
# NUMBER_OF_TESTS = 121

# _SET1_  VARIABLE = FC_ExN_2_GO:0006836~neurotransmitter (set)
# _SET1_  NGENES = 38
# _SET1_  P-VALUE = 5.21852e-05
_SET1_   GENE     CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET21_   30837        17   36498007   36563346    108      11  161405      0.16864      0.15479   -3.8858e-16      0.16864
_SET21_   80725        17   36684759   36772183    162      23  161405     -0.82396      0.44996   -3.3307e-16     -0.82396
_SET21_   4761         17   37758521   37774175     29       5  161405       2.4066   0.00098556   -4.4409e-16       2.4066
_SET21_   3675         17   48123340   48169349    129      17  161405      -1.7209      0.79943   -4.4409e-16      -1.7209
_SET21_   84687        17   48209601   48237877     37      10  161405      -0.7395      0.44131   -3.3307e-16      -0.7395
_SET21_   7077         17   76847559   76931472    325      25  161405     -0.54244      0.28178   -3.3307e-16     -0.54244
_SET21_   4884         17   78439133   78460404     52      15  161405       3.3271   9.7443e-06   -4.4409e-16       3.3271
_SET21_   10458        17   78998944   79092732    402      52  161405      0.56154     0.043449   -3.3307e-16      0.56154
_SET21_   23136        18    5390880    5640662    696      70  161405      0.42628     0.035432   -3.8858e-16      0.42628
_SET21_   1000         18   25529430   25767445    491      44  161405      -1.0591      0.42273   -4.4409e-16      -1.0591
_SET21_   6860         18   40846357   40867615     29       8  161405       2.4877   0.00041815   -4.4409e-16       2.4877
_SET21_   1630         18   49856542   51063773   4355     108  161405       1.8935   1.5094e-06   -4.4409e-16       1.8935
_SET21_   596          18   60789079   60997011    578      89  161405       1.1035      0.01151   -4.4409e-16       1.1035
_SET21_   10501        19    4541100    4569771     95      21  161405      -1.1236      0.56008   -4.4409e-16      -1.1236
_SET21_   57731        19   40963050   41083865    282      42  161405      -1.2333      0.55666   -4.4409e-16      -1.2333
_SET21_   388552       19   45672003   45686558     30       6  161405     -0.73062      0.48049   -3.3307e-16     -0.73062
_SET21_   84258        19   51123734   51153092     77      11  161405      0.78462     0.047626   -3.3307e-16      0.78462
_SET21_   9751         20    1236948    1291471    142      27  161405      0.37486     0.088199   -3.8858e-16      0.37486
_SET21_   6616         20   10189477   10289568    231      37  161405       0.6418      0.04665   -3.3307e-16       0.6418
_SET21_   1826         21   41382843   42229039   3053     197  161405     -0.41772    0.0095999   -3.8858e-16     -0.41772
_SET21_   65078        22   20227438   20265816     65      17  161405      -1.2421      0.61444   -4.4409e-16      -1.2421
_SET21_   9463         22   38443262   38473208     63       9  161405     -0.34048      0.28979   -3.8858e-16     -0.34048
_SET21_   7477         22   46314746   46383008    285      43  161405     -0.61684      0.32696   -3.3307e-16     -0.61684

# _SET22_  VARIABLE = FC_ExN_4_GO:0030182~neuron (set)
# _SET22_  NGENES = 145
# _SET22_  P-VALUE = 2.6264e-06
_SET22_   GENE        CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET22_   5590          1    1971909    2118334    406      31  161405       1.7835    0.0014011   -4.4409e-16       1.7835
_SET22_   54361         1   22442298   22480474    124      22  161405       1.6687    0.0045243   -4.4409e-16       1.6687
_SET22_   2046          1   22880004   22931587    179      30  161405      -1.0338      0.51932   -4.4409e-16      -1.0338
_SET22_   100132074     1   41817328   41850763     85      19  161405       2.9209   5.1313e-05   -4.4409e-16       2.9209
_SET22_   255738        1   55495149   55532026    157      32  161405      0.83448     0.033764   -3.3307e-16      0.83448
_SET22_   1600          1   57458953   58726211   3504     201  161405     -0.63967     0.017081   -3.3307e-16     -0.63967
_SET22_   163404        1   99354301   99480449    470      44  161405      0.81464     0.020936   -3.3307e-16      0.81464
_SET22_   9890          1   99719848   99776640    149      20  161405      -1.3888      0.66937   -4.4409e-16      -1.3888
_SET22_   118427        1  102266626  102472790    693      67  161405       2.5216   4.1358e-05   -4.4409e-16       2.5216
_SET22_   1944          1  155041348  155061514     32       8  161405      0.79454     0.046261   -3.3307e-16      0.79454
_SET22_   2629          1  155202739  155224653     36       4  161405      0.68819     0.070382   -3.3307e-16      0.68819
_SET22_   64218         1  156107145  156149042     75      15  161405     0.032243      0.16768    -3.747e-16     0.032243
_SET22_   5087          1  164518597  164822567    794     109  161405       1.4132    0.0031484   -4.4409e-16       1.4132
_SET22_   26052         1  171800618  172389106   1326      64  161405      0.62649    0.0035871   -3.3307e-16      0.62649
_SET22_   23114         1  204787782  204993450    591      53  161405       2.9089    1.171e-05   -4.4409e-16       2.9089
_SET22_   6900          1  205002340  205048673    146      20  161405       2.3389   0.00045586   -4.4409e-16       2.3389
_SET22_   440730        1  231288674  231358814    220      34  161405       1.0519     0.021918   -4.4409e-16       1.0519
_SET22_   3398          2    8812113    8826083     33       9  161405      0.41563      0.11809   -3.8858e-16      0.41563
_SET22_   4613          2   16070683   16088629     42       8  161405     -0.15118      0.23168   -3.8858e-16     -0.15118
_SET22_   53335         2   60676802   60790633    175      35  161405       2.9642   3.4967e-05   -4.4409e-16       2.9642
_SET22_   10678         2   62413262   62453366     66      15  161405     -0.83569      0.47236   -3.3307e-16     -0.83569
_SET22_   51057         2   63347018   63825867    916      27  161405      -2.1445      0.66644   -4.4409e-16      -2.1445
_SET22_   8440          2  106351520  106512230    540      26  161405       -0.105      0.11086    -3.747e-16       -0.105
_SET22_   10716         2  162262620  162283881     31       9  161405     -0.16233      0.24565   -3.8858e-16     -0.16233
_SET22_   57282         2  162470699  162843286    796      23  161405      0.72362     0.012149   -3.3307e-16      0.72362
_SET22_   57624         2  226254426  226520234    455      38  161405       1.6688    0.0018483   -4.4409e-16       1.6688
_SET22_   25791         2  233741896  233887951    511      41  161405       5.9783   1.6517e-13             0       5.9783
_SET22_   10752         3     228279     452600    865      65  161405    -0.065633     0.066073    -3.747e-16    -0.065633
_SET22_   491           3   10364207   10743131   1368     115  161405       1.5716   0.00027949   -4.4409e-16       1.5716
_SET22_   7476          3   13858582   13931618    239      36  161405      -2.0809      0.84646   -4.4409e-16      -2.0809
_SET22_   6405          3   50182562   50228008     79      11  161405       1.0393     0.025449   -4.4409e-16       1.0393
_SET22_   11344         3   52261126   52283183     40       9  161405       3.5911   4.9177e-06   -4.4409e-16       3.5911
_SET22_   55079         3   62353847   62369190     22       5  161405     -0.70227      0.48418   -3.3307e-16     -0.70227
_SET22_   6092          3   75945845   77700615   4972     220  161405      0.44614    0.0007227   -3.8858e-16      0.44614
_SET22_   5361          3  126697437  126757735    194      21  161405        1.613    0.0053449   -4.4409e-16        1.613
_SET22_   2047          3  134504099  134980809   1381     107  161405       -1.863      0.46679   -4.4409e-16       -1.863
_SET22_   23043         3  170778792  171188197   1051     112  161405      -1.0081      0.28559   -4.4409e-16      -1.0081
_SET22_   22871         3  173105570  174005934   2344     128  161405      -1.1585     0.059232   -4.4409e-16      -1.1585
_SET22_   2119          3  185762606  185836901    130      16  161405        2.878    8.479e-05   -4.4409e-16        2.878
_SET22_   152           4    3758296    3771753     51      12  161405       1.6782    0.0048054   -4.4409e-16       1.6782
_SET22_   79633         4  126227003  126415587    502      40  161405     -0.49214      0.21157   -3.8858e-16     -0.49214
_SET22_   55714         4  183055112  183725677   2299     205  161405        1.349     1.81e-05   -4.4409e-16        1.349
_SET22_   1501          5   10970452   11914155   2554     180  161405     -0.17258    0.0051888   -3.8858e-16     -0.17258
_SET22_   348980        5   45253552   45706220    490      31  161405       5.9864   2.3495e-13             0       5.9864
_SET22_   10769         5   57748309   57765966     84      11  161405       1.7374     0.004153   -4.4409e-16       1.7374
_SET22_   4208          5   88012558   88209922    332      26  161405       2.8223   3.8049e-05   -4.4409e-16       2.8223
_SET22_   1946          5  106711090  107016596    740      92  161405       4.3475   6.0846e-09             0       4.3475
_SET22_   9315          5  111063500  111322628    650      42  161405       -1.821      0.66137   -4.4409e-16       -1.821
_SET22_   6695          5  136309487  136845018   1390      76  161405       1.4307   0.00022353   -4.4409e-16       1.4307
_SET22_   2561          5  160713926  160985130    627      40  161405      -1.5381        0.573   -4.4409e-16      -1.5381
_SET22_   57451         5  166396083  167692662   2929     220  161405      0.46606   0.00059591   -3.8858e-16      0.46606
_SET22_   1812          5  174866175  174881163     44      10  161405     -0.83565      0.48249   -3.3307e-16     -0.83565
_SET22_   90249         5  176227560  176309399    149      33  161405      -2.1282      0.90222   -4.4409e-16      -2.1282
_SET22_   9856          6   24542832   24656383    394      43  161405       2.9344   2.0643e-05   -4.4409e-16       2.9344
_SET22_   29993         6   34423838   34504500    191      30  161405     -0.13302      0.18997   -3.8858e-16     -0.13302
_SET22_   57699         6   36707049   36817220    382      54  161405     -0.13101      0.15709   -3.8858e-16     -0.13101
_SET22_   221336        6   56809773   56893950    160      10  161405      0.96493     0.031343   -3.3307e-16      0.96493
_SET22_   2045          6   93948238   94139302    453      55  161405       1.5158    0.0032939   -4.4409e-16       1.5158
_SET22_   6446          6  134488884  134649196    446      66  161405      0.23063     0.086127   -3.8858e-16      0.23063
_SET22_   221935        7    3331080    4310132   3662     108  161405       3.0209   3.1563e-09   -4.4409e-16       3.0209
_SET22_   2115          7   13929354   14041050    410      53  161405      0.95865     0.016914   -3.3307e-16      0.95865
_SET22_   816           7   44255249   44375230    311      29  161405      -1.0337      0.46751   -4.4409e-16      -1.0337
_SET22_   107           7   45604125   45764215    448      49  161405      0.97236     0.015341   -3.3307e-16      0.97236
_SET22_   9723          7   82991722   83288479    949      40  161405      -2.2918      0.70917   -4.4409e-16      -2.2918
_SET22_   10371         7   83586159   84132040   1584      68  161405       2.0683   5.8873e-06   -4.4409e-16       2.0683
_SET22_   11178         8   20102176   20171492    255      40  161405       1.8872    0.0015643   -4.4409e-16       1.8872
_SET22_   3084          8   31486820   32624058   3435     134  161405      -1.7646      0.18067   -4.4409e-16      -1.7646
_SET22_   7436          9    2611679    2655985    140      30  161405      0.53545       0.0623   -3.3307e-16      0.53545
_SET22_   5789          9    8312746   10622723   9837     446  161405       1.1413   3.9407e-05   -4.4409e-16       1.1413
_SET22_   4781          9   14080342   14408982    770     122  161405      0.45824     0.046272   -3.8858e-16      0.45824
_SET22_   6096          9   77102252   77305034    437      34  161405       0.5169     0.040059   -3.3307e-16       0.5169
_SET22_   4915          9   87273417   87643485    948      63  161405   -0.0066216     0.050872   -3.7557e-16   -0.0066216
_SET22_   23287         9   88159954   88366944    590      16  161405       1.0884     0.009742   -4.4409e-16       1.0884
_SET22_   8013          9  102574137  102630673     45       9  161405     0.034642      0.17556    -3.747e-16     0.034642
_SET22_   2902          9  140023609  140064714     71      16  161405      0.89996     0.032654   -3.3307e-16      0.89996
_SET22_   26012         9  140340522  140363808     27      11  161405      -1.5197      0.72639   -4.4409e-16      -1.5197
_SET22_   288          10   61784556   62503284   2130      81  161405       2.2049     2.09e-07   -4.4409e-16       2.2049
_SET22_   9211         10   95507566   95559416    152      28  161405     -0.94816      0.48429   -3.3307e-16     -0.94816
_SET22_   6585         10   98756295   98955683    545      64  161405     -0.98756      0.39531   -3.3307e-16     -0.98756
_SET22_   57715        10  102719254  102746873     38       7  161405       2.1884    0.0012252   -4.4409e-16       2.1884
_SET22_   9148         10  105243735  105353809    283      30  161405       1.7128     0.002472   -4.4409e-16       1.7128
_SET22_   349667       11   57217926   57245884     20       7  161405       1.2049     0.019584   -4.4409e-16       1.2049
_SET22_   6809         11   59512479   59574855    179       8  161405      0.29074      0.15492   -3.8858e-16      0.29074
_SET22_   81544        11   75144183   75246991    259      23  161405      -1.4676       0.6627   -4.4409e-16      -1.4676
_SET22_   4135         11   75296459   75389479    171      18  161405       1.3842    0.0091301   -4.4409e-16       1.3842
_SET22_   25987        11   76483357   76510698     69      11  161405      0.76904     0.049258   -3.3307e-16      0.76904
_SET22_   4684         11  112821969  113150658    927      58  161405       2.6431   8.5145e-06   -4.4409e-16       2.6431
_SET22_   57453        11  117296989  117677976   1332     111  161405       1.2755   0.00087674   -4.4409e-16       1.2755
_SET22_   50863        11  131230371  132208216   2969     226  161405       1.5827   6.2061e-06   -4.4409e-16       1.5827
_SET22_   4978         11  132283375  133412403   3605     271  161405       3.7399   3.1711e-11   -4.4409e-16       3.7399
_SET22_   654429       12    1919433    1947419     92      31  161405       2.0518    0.0013267   -4.4409e-16       2.0518
_SET22_   65981        12   30860986   30917448    149      15  161405       1.2845     0.011874   -4.4409e-16       1.2845
_SET22_   1272         12   41076244   41467714   1226      50  161405     -0.47771     0.065885   -3.8858e-16     -0.47771
_SET22_   7480         12   49357623   49375641     24       5  161405      0.66817      0.06451   -3.3307e-16      0.66817
_SET22_   23017        12   50259179   50307760    157      32  161405     -0.77046      0.41241   -3.3307e-16     -0.77046
_SET22_   374462       12   80828126   81075468    598      42  161405      -2.0974      0.77194   -4.4409e-16      -2.0974
_SET22_   8437         12  113535124  113584044    185      16  161405     -0.25414      0.25247   -3.8858e-16     -0.25414
_SET22_   92558        12  120417648  120533799    209      17  161405     -0.14995      0.21743   -3.8858e-16     -0.14995
_SET22_   51761        13   25936209   26601489   2037     117  161405      -1.3768      0.11321   -4.4409e-16      -1.3768
_SET22_   10129        13   32595269   32872294    775      61  161405    -0.075257     0.077202    -3.747e-16    -0.075257
_SET22_   57626        13   70273225   70692625   1695      69  161405      -1.1171     0.096675   -4.4409e-16      -1.1171
_SET22_   5911         13   98076475   98121752     60      11  161405     -0.64552      0.43208   -3.3307e-16     -0.64552
_SET22_   9362         14   24530046   24548809     41      16  161405      0.42126     0.091486   -3.8858e-16      0.42126
_SET22_   4901         14   24546402   24594223     69      16  161405      0.19156      0.13682   -3.8858e-16      0.19156
_SET22_   161357       14   47307326   48154157   2368      75  161405      0.40134   0.00037876   -3.8858e-16      0.40134
_SET22_   6710         14   65211501   65356604    544      37  161405    -0.032451      0.10621    -3.747e-16    -0.032451
_SET22_   26037        14   71778108   72209261    572      29  161405       1.9737   0.00046691   -4.4409e-16       1.9737
_SET22_   23768        14   85986411   86096540    341      37  161405     -0.23095      0.18066   -3.8858e-16     -0.23095
_SET22_   79789        14   95646776   95796245    538      49  161405     -0.23353      0.15663   -3.8858e-16     -0.23353
_SET22_   64919        14   99634124   99748514    281      36  161405       4.4229   1.6803e-08             0       4.4229
_SET22_   26153        14  104595060  104648735    226      39  161405     -0.89803      0.44533   -3.3307e-16     -0.89803
_SET22_   3714         14  105605818  105645161     90      10  161405        1.301     0.013717   -4.4409e-16        1.301
_SET22_   2562         15   26787193   27028935    733      79  161405       0.1776     0.057789   -3.8858e-16       0.1776
_SET22_   2558         15   27101866   27195857    270      37  161405       1.3521    0.0071872   -4.4409e-16       1.3521
_SET22_   161497       15   43890185   44012286    104      10  161405       4.4616    5.459e-08             0       4.4616
_SET22_   80031        15   47466403   48067920   1703      60  161405       1.6726   1.6966e-05   -4.4409e-16       1.6726
_SET22_   57611        15   74410544   74430643     13       6  161405      0.13209      0.17411   -3.8858e-16      0.13209
_SET22_   8482         15   74700130   74736299     96      15  161405      0.27444      0.12407   -3.8858e-16      0.27444
_SET22_   4916         15   88418448   88810026    844      66  161405       1.9496   0.00024099   -4.4409e-16       1.9496
_SET22_   9742         16    1558928    1672109    349      21  161405      -1.6932       0.7257   -4.4409e-16      -1.6932
_SET22_   146760       17    1836471    1938178    338      43  161405       1.7564    0.0018996   -4.4409e-16       1.7564
_SET22_   1742         17    7091709    7133369     62      12  161405       3.0697   3.3885e-05   -4.4409e-16       3.0697
_SET22_   7732         17   19304491   19322089     30       4  161405       1.6846     0.011236   -4.4409e-16       1.6846
_SET22_   124925       17   27280423   27343458     80      15  161405      0.20454      0.13609   -3.8858e-16      0.20454
_SET22_   80725        17   36684759   36772183    162      23  161405     -0.82396      0.44996   -3.3307e-16     -0.82396
_SET22_   4761         17   37758521   37774175     29       5  161405       2.4066   0.00098556   -4.4409e-16       2.4066
_SET22_   3675         17   48123340   48169349    129      17  161405      -1.7209      0.79943   -4.4409e-16      -1.7209
_SET22_   84687        17   48209601   48237877     37      10  161405      -0.7395      0.44131   -3.3307e-16      -0.7395
_SET22_   7077         17   76847559   76931472    325      25  161405     -0.54244      0.28178   -3.3307e-16     -0.54244
_SET22_   4884         17   78439133   78460404     52      15  161405       3.3271   9.7443e-06   -4.4409e-16       3.3271
_SET22_   10458        17   78998944   79092732    402      52  161405      0.56154     0.043449   -3.3307e-16      0.56154
_SET22_   23136        18    5390880    5640662    696      70  161405      0.42628     0.035432   -3.8858e-16      0.42628
_SET22_   6860         18   40846357   40867615     29       8  161405       2.4877   0.00041815   -4.4409e-16       2.4877
_SET22_   1630         18   49856542   51063773   4355     108  161405       1.8935   1.5094e-06   -4.4409e-16       1.8935
_SET22_   596          18   60789079   60997011    578      89  161405       1.1035      0.01151   -4.4409e-16       1.1035
_SET22_   10501        19    4541100    4569771     95      21  161405      -1.1236      0.56008   -4.4409e-16      -1.1236
_SET22_   57731        19   40963050   41083865    282      42  161405      -1.2333      0.55666   -4.4409e-16      -1.2333
_SET22_   388552       19   45672003   45686558     30       6  161405     -0.73062      0.48049   -3.3307e-16     -0.73062
_SET22_   84258        19   51123734   51153092     77      11  161405      0.78462     0.047626   -3.3307e-16      0.78462
_SET22_   9751         20    1236948    1291471    142      27  161405      0.37486     0.088199   -3.8858e-16      0.37486
_SET22_   6616         20   10189477   10289568    231      37  161405       0.6418      0.04665   -3.3307e-16       0.6418
_SET22_   1826         21   41382843   42229039   3053     197  161405     -0.41772    0.0095999   -3.8858e-16     -0.41772
_SET22_   65078        22   20227438   20265816     65      17  161405      -1.2421      0.61444   -4.4409e-16      -1.2421
_SET22_   9463         22   38443262   38473208     63       9  161405     -0.34048      0.28979   -3.8858e-16     -0.34048
_SET22_   7477         22   46314746   46383008    285      43  161405     -0.61684      0.32696   -3.3307e-16     -0.61684

# _SET23_  VARIABLE = FC_ExN_4_GO:0031175~neuron (set)
# _SET23_  NGENES = 109
# _SET23_  P-VALUE = 0.00021026
_SET23_   GENE        CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET23_   5590          1    1971909    2118334    406      31  161405       1.7835    0.0014011   -4.4409e-16       1.7835
_SET23_   2046          1   22880004   22931587    179      30  161405      -1.0338      0.51932   -4.4409e-16      -1.0338
_SET23_   100132074     1   41817328   41850763     85      19  161405       2.9209   5.1313e-05   -4.4409e-16       2.9209
_SET23_   1600          1   57458953   58726211   3504     201  161405     -0.63967     0.017081   -3.3307e-16     -0.63967
_SET23_   163404        1   99354301   99480449    470      44  161405      0.81464     0.020936   -3.3307e-16      0.81464
_SET23_   9890          1   99719848   99776640    149      20  161405      -1.3888      0.66937   -4.4409e-16      -1.3888
_SET23_   1944          1  155041348  155061514     32       8  161405      0.79454     0.046261   -3.3307e-16      0.79454
_SET23_   2629          1  155202739  155224653     36       4  161405      0.68819     0.070382   -3.3307e-16      0.68819
_SET23_   64218         1  156107145  156149042     75      15  161405     0.032243      0.16768    -3.747e-16     0.032243
_SET23_   26052         1  171800618  172389106   1326      64  161405      0.62649    0.0035871   -3.3307e-16      0.62649
_SET23_   23114         1  204787782  204993450    591      53  161405       2.9089    1.171e-05   -4.4409e-16       2.9089
_SET23_   6900          1  205002340  205048673    146      20  161405       2.3389   0.00045586   -4.4409e-16       2.3389
_SET23_   440730        1  231288674  231358814    220      34  161405       1.0519     0.021918   -4.4409e-16       1.0519
_SET23_   53335         2   60676802   60790633    175      35  161405       2.9642   3.4967e-05   -4.4409e-16       2.9642
_SET23_   10678         2   62413262   62453366     66      15  161405     -0.83569      0.47236   -3.3307e-16     -0.83569
_SET23_   8440          2  106351520  106512230    540      26  161405       -0.105      0.11086    -3.747e-16       -0.105
_SET23_   10716         2  162262620  162283881     31       9  161405     -0.16233      0.24565   -3.8858e-16     -0.16233
_SET23_   57624         2  226254426  226520234    455      38  161405       1.6688    0.0018483   -4.4409e-16       1.6688
_SET23_   25791         2  233741896  233887951    511      41  161405       5.9783   1.6517e-13             0       5.9783
_SET23_   10752         3     228279     452600    865      65  161405    -0.065633     0.066073    -3.747e-16    -0.065633
_SET23_   7476          3   13858582   13931618    239      36  161405      -2.0809      0.84646   -4.4409e-16      -2.0809
_SET23_   6405          3   50182562   50228008     79      11  161405       1.0393     0.025449   -4.4409e-16       1.0393
_SET23_   11344         3   52261126   52283183     40       9  161405       3.5911   4.9177e-06   -4.4409e-16       3.5911
_SET23_   55079         3   62353847   62369190     22       5  161405     -0.70227      0.48418   -3.3307e-16     -0.70227
_SET23_   6092          3   75945845   77700615   4972     220  161405      0.44614    0.0007227   -3.8858e-16      0.44614
_SET23_   5361          3  126697437  126757735    194      21  161405        1.613    0.0053449   -4.4409e-16        1.613
_SET23_   2047          3  134504099  134980809   1381     107  161405       -1.863      0.46679   -4.4409e-16       -1.863
_SET23_   23043         3  170778792  171188197   1051     112  161405      -1.0081      0.28559   -4.4409e-16      -1.0081
_SET23_   22871         3  173105570  174005934   2344     128  161405      -1.1585     0.059232   -4.4409e-16      -1.1585
_SET23_   55714         4  183055112  183725677   2299     205  161405        1.349     1.81e-05   -4.4409e-16        1.349
_SET23_   1501          5   10970452   11914155   2554     180  161405     -0.17258    0.0051888   -3.8858e-16     -0.17258
_SET23_   10769         5   57748309   57765966     84      11  161405       1.7374     0.004153   -4.4409e-16       1.7374
_SET23_   4208          5   88012558   88209922    332      26  161405       2.8223   3.8049e-05   -4.4409e-16       2.8223
_SET23_   1946          5  106711090  107016596    740      92  161405       4.3475   6.0846e-09             0       4.3475
_SET23_   9315          5  111063500  111322628    650      42  161405       -1.821      0.66137   -4.4409e-16       -1.821
_SET23_   6695          5  136309487  136845018   1390      76  161405       1.4307   0.00022353   -4.4409e-16       1.4307
_SET23_   57451         5  166396083  167692662   2929     220  161405      0.46606   0.00059591   -3.8858e-16      0.46606
_SET23_   90249         5  176227560  176309399    149      33  161405      -2.1282      0.90222   -4.4409e-16      -2.1282
_SET23_   9856          6   24542832   24656383    394      43  161405       2.9344   2.0643e-05   -4.4409e-16       2.9344
_SET23_   29993         6   34423838   34504500    191      30  161405     -0.13302      0.18997   -3.8858e-16     -0.13302
_SET23_   57699         6   36707049   36817220    382      54  161405     -0.13101      0.15709   -3.8858e-16     -0.13101
_SET23_   2045          6   93948238   94139302    453      55  161405       1.5158    0.0032939   -4.4409e-16       1.5158
_SET23_   6446          6  134488884  134649196    446      66  161405      0.23063     0.086127   -3.8858e-16      0.23063
_SET23_   221935        7    3331080    4310132   3662     108  161405       3.0209   3.1563e-09   -4.4409e-16       3.0209
_SET23_   2115          7   13929354   14041050    410      53  161405      0.95865     0.016914   -3.3307e-16      0.95865
_SET23_   816           7   44255249   44375230    311      29  161405      -1.0337      0.46751   -4.4409e-16      -1.0337
_SET23_   107           7   45604125   45764215    448      49  161405      0.97236     0.015341   -3.3307e-16      0.97236
_SET23_   9723          7   82991722   83288479    949      40  161405      -2.2918      0.70917   -4.4409e-16      -2.2918
_SET23_   10371         7   83586159   84132040   1584      68  161405       2.0683   5.8873e-06   -4.4409e-16       2.0683
_SET23_   11178         8   20102176   20171492    255      40  161405       1.8872    0.0015643   -4.4409e-16       1.8872
_SET23_   3084          8   31486820   32624058   3435     134  161405      -1.7646      0.18067   -4.4409e-16      -1.7646
_SET23_   7436          9    2611679    2655985    140      30  161405      0.53545       0.0623   -3.3307e-16      0.53545
_SET23_   5789          9    8312746   10622723   9837     446  161405       1.1413   3.9407e-05   -4.4409e-16       1.1413
_SET23_   4781          9   14080342   14408982    770     122  161405      0.45824     0.046272   -3.8858e-16      0.45824
_SET23_   4915          9   87273417   87643485    948      63  161405   -0.0066216     0.050872   -3.7557e-16   -0.0066216
_SET23_   8013          9  102574137  102630673     45       9  161405     0.034642      0.17556    -3.747e-16     0.034642
_SET23_   2902          9  140023609  140064714     71      16  161405      0.89996     0.032654   -3.3307e-16      0.89996
_SET23_   26012         9  140340522  140363808     27      11  161405      -1.5197      0.72639   -4.4409e-16      -1.5197
_SET23_   288          10   61784556   62503284   2130      81  161405       2.2049     2.09e-07   -4.4409e-16       2.2049
_SET23_   9211         10   95507566   95559416    152      28  161405     -0.94816      0.48429   -3.3307e-16     -0.94816
_SET23_   6585         10   98756295   98955683    545      64  161405     -0.98756      0.39531   -3.3307e-16     -0.98756
_SET23_   57715        10  102719254  102746873     38       7  161405       2.1884    0.0012252   -4.4409e-16       2.1884
_SET23_   9148         10  105243735  105353809    283      30  161405       1.7128     0.002472   -4.4409e-16       1.7128
_SET23_   349667       11   57217926   57245884     20       7  161405       1.2049     0.019584   -4.4409e-16       1.2049
_SET23_   6809         11   59512479   59574855    179       8  161405      0.29074      0.15492   -3.8858e-16      0.29074
_SET23_   81544        11   75144183   75246991    259      23  161405      -1.4676       0.6627   -4.4409e-16      -1.4676
_SET23_   4135         11   75296459   75389479    171      18  161405       1.3842    0.0091301   -4.4409e-16       1.3842
_SET23_   25987        11   76483357   76510698     69      11  161405      0.76904     0.049258   -3.3307e-16      0.76904
_SET23_   4684         11  112821969  113150658    927      58  161405       2.6431   8.5145e-06   -4.4409e-16       2.6431
_SET23_   57453        11  117296989  117677976   1332     111  161405       1.2755   0.00087674   -4.4409e-16       1.2755
_SET23_   654429       12    1919433    1947419     92      31  161405       2.0518    0.0013267   -4.4409e-16       2.0518
_SET23_   65981        12   30860986   30917448    149      15  161405       1.2845     0.011874   -4.4409e-16       1.2845
_SET23_   1272         12   41076244   41467714   1226      50  161405     -0.47771     0.065885   -3.8858e-16     -0.47771
_SET23_   8437         12  113535124  113584044    185      16  161405     -0.25414      0.25247   -3.8858e-16     -0.25414
_SET23_   92558        12  120417648  120533799    209      17  161405     -0.14995      0.21743   -3.8858e-16     -0.14995
_SET23_   51761        13   25936209   26601489   2037     117  161405      -1.3768      0.11321   -4.4409e-16      -1.3768
_SET23_   10129        13   32595269   32872294    775      61  161405    -0.075257     0.077202    -3.747e-16    -0.075257
_SET23_   57626        13   70273225   70692625   1695      69  161405      -1.1171     0.096675   -4.4409e-16      -1.1171
_SET23_   5911         13   98076475   98121752     60      11  161405     -0.64552      0.43208   -3.3307e-16     -0.64552
_SET23_   9362         14   24530046   24548809     41      16  161405      0.42126     0.091486   -3.8858e-16      0.42126
_SET23_   6710         14   65211501   65356604    544      37  161405    -0.032451      0.10621    -3.747e-16    -0.032451
_SET23_   26037        14   71778108   72209261    572      29  161405       1.9737   0.00046691   -4.4409e-16       1.9737
_SET23_   23768        14   85986411   86096540    341      37  161405     -0.23095      0.18066   -3.8858e-16     -0.23095
_SET23_   79789        14   95646776   95796245    538      49  161405     -0.23353      0.15663   -3.8858e-16     -0.23353
_SET23_   64919        14   99634124   99748514    281      36  161405       4.4229   1.6803e-08             0       4.4229
_SET23_   26153        14  104595060  104648735    226      39  161405     -0.89803      0.44533   -3.3307e-16     -0.89803
_SET23_   80031        15   47466403   48067920   1703      60  161405       1.6726   1.6966e-05   -4.4409e-16       1.6726
_SET23_   57611        15   74410544   74430643     13       6  161405      0.13209      0.17411   -3.8858e-16      0.13209
_SET23_   8482         15   74700130   74736299     96      15  161405      0.27444      0.12407   -3.8858e-16      0.27444
_SET23_   4916         15   88418448   88810026    844      66  161405       1.9496   0.00024099   -4.4409e-16       1.9496
_SET23_   146760       17    1836471    1938178    338      43  161405       1.7564    0.0018996   -4.4409e-16       1.7564
_SET23_   1742         17    7091709    7133369     62      12  161405       3.0697   3.3885e-05   -4.4409e-16       3.0697
_SET23_   124925       17   27280423   27343458     80      15  161405      0.20454      0.13609   -3.8858e-16      0.20454
_SET23_   80725        17   36684759   36772183    162      23  161405     -0.82396      0.44996   -3.3307e-16     -0.82396
_SET23_   3675         17   48123340   48169349    129      17  161405      -1.7209      0.79943   -4.4409e-16      -1.7209
_SET23_   84687        17   48209601   48237877     37      10  161405      -0.7395      0.44131   -3.3307e-16      -0.7395
