# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
392843       7  150886460  150902611     43      14  161405      -0.4395   -3.8858e-16      -0.4395
10061        7  150903423  150934460    100      13  161405      0.31629   -3.8858e-16      0.31629
54480        7  150919575  150937413     46       8  161405      0.93787   -3.3307e-16      0.93787
6604         7  150934559  150984231    119      21  161405      0.14662   -3.8858e-16      0.14662
51667        7  151028785  151077047    180      34  161405     -0.28492   -3.8858e-16     -0.28492
349136       7  151076036  151117775    141      32  161405      0.87992   -3.3307e-16      0.87992
155051       7  151125556  151147256     63      12  161405      -1.2367   -4.4409e-16      -1.2367
6009         7  151161598  151227010    111      13  161405       1.5702   -4.4409e-16       1.5702
51422        7  151251700  151584316   1144     134  161405      0.71498   -3.3307e-16      0.71498
168391       7  151643464  151718519    292      30  161405      -1.4609   -4.4409e-16      -1.4609
63917        7  151712774  151820927    153      11  161405      -2.3585   -4.4409e-16      -2.3585
58508        7  151830510  152143090    317      12  161405      -1.0211   -4.4409e-16      -1.0211
7516         7  152342083  152383250    142      21  161405      -0.3896   -3.8858e-16      -0.3896
57180        7  152446834  152553964    199      23  161405      -1.8287   -4.4409e-16      -1.8287
101929087    7  152839790  152851673     72       4  161405      0.76877   -3.3307e-16      0.76877
22976        7  154733900  154804682    129       9  161405       1.4787   -4.4409e-16       1.4787
3361         7  154852034  154880602    101       8  161405       2.1403   -4.4409e-16       2.1403
3638         7  155079486  155103445     90      13  161405     -0.53067   -3.3307e-16     -0.53067
2020         7  155240824  155259026     71      19  161405     -0.91133   -3.3307e-16     -0.91133
285888       7  155292453  155336539    138      31  161405     -0.80958   -3.3307e-16     -0.80958
155435       7  155427188  155575679    385      13  161405      0.92343   -3.3307e-16      0.92343
6469         7  155594058  155614967     59      16  161405      -1.3537   -4.4409e-16      -1.3537
389602       7  155745332  155759733     50       9  161405       1.7561   -4.4409e-16       1.7561
140545       7  156422971  156471877    122      16  161405     -0.16827   -3.8858e-16     -0.16827
64327        7  156469037  156695902    743      26  161405      -2.5953   -4.4409e-16      -2.5953
64434        7  156732417  156767376    191      17  161405      -2.3599   -4.4409e-16      -2.3599
3110         7  156796047  156813347     52       7  161405       -1.348   -4.4409e-16       -1.348
9690         7  156921655  157063566    418      17  161405     -0.93197   -3.3307e-16     -0.93197
10049        7  157119692  157211633    322      23  161405      -1.4383   -4.4409e-16      -1.4383
5799         7  157330250  158390482   3666     243  161405     -0.32006   -3.8858e-16     -0.32006
54892        7  158422502  158507520    239      15  161405       -2.211   -4.4409e-16       -2.211
57488        7  158522188  158632729    436      17  161405     -0.79755   -3.3307e-16     -0.79755
55112        7  158639269  158740383    315      21  161405      -1.9057   -4.4409e-16      -1.9057
7434         7  158819366  158947649    451      26  161405     -0.65064   -3.3307e-16     -0.65064
169270       8     172200     198839     73      13  161405      0.59509   -3.3307e-16      0.59509
26260        8     346808     421376    308      25  161405      -1.2692   -4.4409e-16      -1.2692
157695       8     438290     505781    299      23  161405      -1.8831   -4.4409e-16      -1.8831
157697       8     605233     691226    435      36  161405      0.37035   -3.8858e-16      0.37035
9228         8     867021    1658142   3748     198  161405       2.5502   -4.4409e-16       2.5502
2055         8    1693944    1736236    147      12  161405      0.11355    -3.747e-16      0.11355
9639         8    1762149    1908307    731      98  161405       1.6064   -4.4409e-16       1.6064
9920         8    1911949    1956609    211      27  161405        -1.07   -4.4409e-16        -1.07
101928058    8    1919330    1932833     84      11  161405     -0.37134   -3.8858e-16     -0.37134
9172         8    1983082    2094880    853      80  161405     -0.14982   -3.8858e-16     -0.14982
64478        8    2791375    4862328  15522     563  161405       3.3053   -4.4409e-16       3.3053
79648        8    6254113    6502640   1316      80  161405      -2.6711   -4.4409e-16      -2.6711
285          8    6355672    6430784    464      43  161405      -3.2177   -4.4409e-16      -3.2177
55326        8    6555878    6620524    243      27  161405     -0.90617   -3.3307e-16     -0.90617
389610       8    6664538    6703166    136      25  161405     -0.19652   -3.8858e-16     -0.19652
1672         8    6726597    6745529    183      16  161405   -0.0073415   -3.7557e-16   -0.0073415
1671         8    6780716    6793598     85      16  161405     -0.38653   -3.8858e-16     -0.38653
1669         8    6791845    6805786     73      22  161405     -0.70102   -3.3307e-16     -0.70102
1667         8    6833671    6847614      2       1  161405      -1.2925   -4.4409e-16      -1.2925
728358       8    6852788    6866724      1       1  161405     -0.41325   -3.8858e-16     -0.41325
1668         8    6871891    6885816     44      15  161405      -1.1858   -4.4409e-16      -1.1858
1670         8    6911329    6924259     46      12  161405      -2.8889   -4.4409e-16      -2.8889
401447       8    7179909    7193001      1       1  161405     -0.81435   -3.3307e-16     -0.81435
645402       8    7184637    7197729      1       1  161405     -0.81435   -3.3307e-16     -0.81435
100131980    8    7213998    7230490      9       3  161405      0.25845   -3.8858e-16      0.25845
100289462    8    7270885    7284354      1       1  161405    -0.021561    -3.747e-16    -0.021561
55894        8    7284910    7297682      1       1  161405      -2.5971   -4.4409e-16      -2.5971
503614       8    7343368    7368333      1       1  161405    -0.037505    -3.747e-16    -0.037505
100131608    8    7384937    7401339      1       1  161405      -0.6013   -3.3307e-16      -0.6013
101929400    8    7536327    7554677      1       1  161405     -0.54513   -3.3307e-16     -0.54513
245910       8    7667742    7683238      1       1  161405      -1.2069   -4.4409e-16      -1.2069
653423       8    7695209    7722819      2       1  161405      0.50271   -3.3307e-16      0.50271
414325       8    7728726    7741605      1       1  161405      -1.9476   -4.4409e-16      -1.9476
1673         8    7742199    7755737      1       1  161405      -1.4277   -4.4409e-16      -1.4277
100132396    8    7773859    7811435      2       1  161405       1.2214   -4.4409e-16       1.2214
157285       8    8173758    8253941    288      30  161405       2.3392   -4.4409e-16       2.3392
137075       8    8549666    8563117     69       5  161405      0.93539   -3.3307e-16      0.93539
9258         8    8639364    8761131    531      30  161405      0.98933   -3.3307e-16      0.98933
90459        8    8850314    8892349    159      14  161405       0.9686   -3.3307e-16       0.9686
79660        8    8992264    9019152     75      11  161405       2.2699   -4.4409e-16       2.2699
8658         8    9402756    9641356    783      17  161405       1.0099   -4.4409e-16       1.0099
4482         8    9901830   10287901   1560      66  161405       3.2083   -4.4409e-16       3.2083
203074       8   10373030   10413176    219      21  161405     -0.62975   -3.3307e-16     -0.62975
94137        8   10462359   10522617    217      35  161405     -0.30158   -3.8858e-16     -0.30158
203076       8   10520147   10559603     77      17  161405       0.9537   -3.3307e-16       0.9537
83595        8   10579778   10598084     64      11  161405     -0.41694   -3.8858e-16     -0.41694
54984        8   10620973   10707394    462      21  161405      0.23368   -3.8858e-16      0.23368
286046       8   10752154   11068875   1067      31  161405      -1.0726   -4.4409e-16      -1.0726
66036        8   11132000   11187155    132       9  161405       0.2427   -3.8858e-16       0.2427
83650        8   11178495   11191195     39       5  161405      0.33062   -3.8858e-16      0.33062
83648        8   11277472   11334276    307      25  161405     0.055339    -3.747e-16     0.055339
640          8   11341521   11423608    326      25  161405      0.36176   -3.8858e-16      0.36176
2626         8   11524433   11619010    302      35  161405       0.1776   -3.8858e-16       0.1776
101929490    8   11527185   11556993     77      19  161405      -1.2251   -4.4409e-16      -1.2251
252969       8   11617172   11646354    164      21  161405     -0.58941   -3.3307e-16     -0.58941
2222         8   11643467   11698318    309      26  161405     -0.80021   -3.3307e-16     -0.80021
1508         8   11698533   11735646    186      21  161405      -1.6502   -4.4409e-16      -1.6502
613209       8   11829830   11843599     63      12  161405      0.58361   -3.3307e-16      0.58361
613210       8   11829946   11842108     61      12  161405      0.60473   -3.3307e-16      0.60473
613211       8   11849989   11863760     56      10  161405     0.034112    -3.747e-16     0.034112
728957       8   11936847   11974525      1       1  161405      -0.1933   -3.8858e-16      -0.1933
392197       8   11988426   12001518     30       9  161405      -1.1544   -4.4409e-16      -1.1544
377630       8   11993177   12006269     27       6  161405      -1.2093   -4.4409e-16      -1.2093
245940       8   12166971   12185825     14       3  161405     -0.17454   -3.8858e-16     -0.17454
91694        8   12577906   12622992    125      14  161405       2.9579   -4.4409e-16       2.9579
57604        8   12793183   12888786    576      34  161405       2.4795   -4.4409e-16       2.4795
10395        8   12939370   13383167   2294      79  161405      -2.5453   -4.4409e-16      -2.5453
157773       8   13414352   13427297     66      14  161405      0.69094   -3.3307e-16      0.69094
137868       8   13945873   15105792   5867     167  161405       1.3926   -4.4409e-16       1.3926
7991         8   15387596   15625658    919      31  161405     -0.14592   -3.8858e-16     -0.14592
4481         8   15963887   16060300    362      33  161405       1.3648   -4.4409e-16       1.3648
26281        8   16848834   16869674    118      18  161405      -2.4078   -4.4409e-16      -2.4078
286097       8   16874747   16981648    352      37  161405       1.4214   -4.4409e-16       1.4214
51201        8   17003836   17081741    223      33  161405       3.6194   -4.4409e-16       3.6194
29883        8   17085237   17114387     74      13  161405       2.9037   -4.4409e-16       2.9037
137492       8   17094401   17157033    197      26  161405       2.6849   -4.4409e-16       2.6849
9108         8   17152806   17281040    598      44  161405      0.83692   -3.3307e-16      0.83692
6542         8   17344597   17429577    471      78  161405      -1.9649   -4.4409e-16      -1.9649
5157         8   17423942   17502142    555      47  161405      -2.7655   -4.4409e-16      -2.7655
57509        8   17499803   17668729    899      65  161405      -1.5215   -4.4409e-16      -1.5215
2267         8   17720394   17777874    380      19  161405      0.34043   -3.8858e-16      0.34043
5108         8   17770364   17888957    515      20  161405      -0.8678   -3.3307e-16      -0.8678
427          8   17912425   17952507    221      23  161405      0.26679   -3.8858e-16      0.26679
9            8   18017971   18082698    326      31  161405      -2.4102   -4.4409e-16      -2.4102
10           8   18238755   18260223    124      14  161405      -1.1737   -4.4409e-16      -1.1737
23362        8   18383313   18881196   2460     146  161405       2.4916   -4.4409e-16       2.4916
63898        8   19161081   19255229    298      34  161405     -0.27818   -3.8858e-16     -0.27818
55790        8   19260172   19550261   1097      62  161405       1.4673   -4.4409e-16       1.4673
55174        8   19664876   19711089    134      18  161405      0.64132   -3.3307e-16      0.64132
4023         8   19786582   19826270    145      20  161405     -0.46606   -3.8858e-16     -0.46606
6570         8   20000866   20050717    196      25  161405      0.48448   -3.8858e-16      0.48448
526          8   20044704   20080707     70      14  161405      0.58115   -3.3307e-16      0.58115
11178        8   20102176   20171492    255      40  161405       1.8872   -4.4409e-16       1.8872
2675         8   21548030   21682392    305      56  161405      -1.3911   -4.4409e-16      -1.3911
9046         8   21764884   21781290     35       8  161405      -1.8188   -4.4409e-16      -1.8188
23039        8   21767180   21865596    201      15  161405      -2.3055   -4.4409e-16      -2.3055
10361        8   21871621   21895908     59      13  161405      -2.0327   -4.4409e-16      -2.0327
8822         8   21890264   21907820     53      15  161405      -1.8114   -4.4409e-16      -1.8114
2039         8   21896660   21941536    152      19  161405      -1.8001   -4.4409e-16      -1.8001
64760        8   21936695   21963905     95      17  161405        -2.31   -4.4409e-16        -2.31
79873        8   21962883   21976932     48       6  161405      -1.4376   -4.4409e-16      -1.4376
55806        8   21970432   21998566     82      15  161405      -1.0379   -4.4409e-16      -1.0379
80346        8   21994033   22009448     33       6  161405      0.18488   -3.8858e-16      0.18488
203190       8   22002843   22024344     60      16  161405     -0.26366   -3.8858e-16     -0.26366
6440         8   22004853   22023492     51      15  161405     -0.52995   -3.3307e-16     -0.52995
649          8   22012653   22071339    187      31  161405    -0.016851    -3.747e-16    -0.016851
9796         8   22075716   22099851     67      13  161405     -0.21503   -3.8858e-16     -0.21503
661          8   22092619   22110180     52       7  161405     -0.48357   -3.8858e-16     -0.48357
55124        8   22122810   22217060    239      16  161405     -0.37511   -3.8858e-16     -0.37511
23516        8   22214762   22293142    252      16  161405       1.6622   -4.4409e-16       1.6622
5533         8   22288483   22400157    202      12  161405       2.3539   -4.4409e-16       2.3539
10174        8   22392228   22434508     84      21  161405       2.1629   -4.4409e-16       2.1629
64236        8   22425805   22457038     80      17  161405     -0.13519   -3.8858e-16     -0.13519
541565       8   22447114   22463163     28       5  161405      0.45059   -3.8858e-16      0.45059
57805        8   22452145   22479484     76       7  161405       0.4073   -3.8858e-16       0.4073
101929211    8   22459148   22472925     33       4  161405      0.51733   -3.3307e-16      0.51733
55909        8   22476431   22536661    153      17  161405      0.20206   -3.8858e-16      0.20206
1960         8   22543672   22560815     24       6  161405      -0.7784   -3.3307e-16      -0.7784
157310       8   22569265   22795491    680      84  161405      -1.3809   -4.4409e-16      -1.3809
23221        8   22834930   22879210    108      22  161405       -1.603   -4.4409e-16       -1.603
8795         8   22876146   22936700    181      33  161405     -0.62548   -3.3307e-16     -0.62548
8794         8   22950327   22976450     94      17  161405     -0.51136   -3.3307e-16     -0.51136
8793         8   22991601   23031543    116      24  161405     -0.11164    -3.747e-16     -0.11164
8797         8   23047470   23092680    142      21  161405     0.069294    -3.747e-16     0.069294
91782        8   23091150   23121012    125      19  161405     -0.51463   -3.3307e-16     -0.51463
203069       8   23135442   23155292     79      11  161405        -1.46   -4.4409e-16        -1.46
4017         8   23152910   23271722    568      34  161405      0.27041   -3.8858e-16      0.27041
9583         8   23283187   23325244     93      14  161405      0.57454   -3.3307e-16      0.57454
51312        8   23376363   23434476    303      23  161405     -0.77605   -3.3307e-16     -0.77605
4824         8   23534706   23550450     57      12  161405     0.067137    -3.747e-16     0.067137
137814       8   23558464   23574111     50       8  161405     -0.72255   -3.3307e-16     -0.72255
6781         8   23697934   23722320     49       9  161405       -2.852   -4.4409e-16       -2.852
10863        8   24141553   24214226    243      12  161405     -0.60526   -3.3307e-16     -0.60526
27299        8   24231798   24265026     47       8  161405       1.2204   -4.4409e-16       1.2204
8756         8   24288509   24371773    221      23  161405       2.1624   -4.4409e-16       2.1624
4741         8   24760712   24778107     24       9  161405      -1.1458   -4.4409e-16      -1.1458
4747         8   24806968   24824383     66       7  161405      -1.4125   -4.4409e-16      -1.4125
80005        8   25032287   25274727    625      54  161405      -1.2531   -4.4409e-16      -1.2531
2796         8   25275274   25292556     22       4  161405      -1.5463   -4.4409e-16      -1.5463
54793        8   25283863   25325984    114       6  161405       -1.374   -4.4409e-16       -1.374
157313       8   25306275   25366925    154       8  161405      -1.3466   -4.4409e-16      -1.3466
64641        8   25697746   25912640    619      69  161405     -0.90967   -3.3307e-16     -0.90967
5520         8   26139007   26231696    217      31  161405       3.4076   -4.4409e-16       3.4076
665          8   26229894   26272144     87      17  161405       4.2494             0       4.2494
10687        8   26360696   26381608     63      12  161405      0.40483   -3.8858e-16      0.40483
1808         8   26361709   26517193    605      29  161405       0.2992   -3.8858e-16       0.2992
148          8   26604167   26737003    551      53  161405      -1.3611   -4.4409e-16      -1.3611
81551        8   27092314   27126382    103      14  161405      0.53645   -3.3307e-16      0.53645
23087        8   27140904   27178834     69       9  161405       3.3208   -4.4409e-16       3.3208
2185         8   27158999   27318408    422      24  161405       3.4238   -4.4409e-16       3.4238
1135         8   27315778   27346813    113      21  161405       2.0192   -4.4409e-16       2.0192
2053         8   27338519   27403939    166      11  161405      0.44404   -3.8858e-16      0.44404
1191         8   27452934   27482328     68      13  161405       3.7264   -4.4409e-16       3.7264
51435        8   27481100   27535786    191      15  161405      0.67983   -3.3307e-16      0.67983
55246        8   27589333   27640170    178      11  161405      0.90662   -3.3307e-16      0.90662
157570       8   27622057   27671641    166      10  161405    -0.016799    -3.747e-16    -0.016799
55872        8   27665638   27705612    173       6  161405     -0.45519   -3.8858e-16     -0.45519
286133       8   27725899   27860369    546      52  161405     -0.41845   -3.8858e-16     -0.41845
389643       8   27877981   27951431    196      36  161405      0.12638   -3.8858e-16      0.12638
55140        8   27940584   28050170    241      18  161405     -0.56152   -3.3307e-16     -0.56152
5368         8   28164562   28202372    151      14  161405      -1.3578   -4.4409e-16      -1.3578
55893        8   28201602   28253983     54       8  161405     -0.54978   -3.3307e-16     -0.54978
157574       8   28284425   28357835    162      38  161405     -0.41485   -3.8858e-16     -0.41485
7976         8   28341722   28433285    169       9  161405      0.56185   -3.3307e-16      0.56185
2137         8   28548990   28612707     80      10  161405      -1.2291   -4.4409e-16      -1.2291
55756        8   28623675   28757698    219      21  161405      0.38715   -3.8858e-16      0.38715
79618        8   28737911   28923956    203      20  161405       1.1436   -4.4409e-16       1.1436
23303        8   28923295   29130610    399      34  161405     -0.20346   -3.8858e-16     -0.20346
1846         8   29189079   29218267     70       9  161405     -0.64882   -3.3307e-16     -0.64882
51669        8   29919109   29950649     67       8  161405      -1.2253   -4.4409e-16      -1.2253
23484        8   29942922   29996722    120      12  161405      -1.7361   -4.4409e-16      -1.7361
619373       8   29987687   30012200     49       6  161405     -0.94372   -3.3307e-16     -0.94372
10671        8   30003813   30042655     69       9  161405      -1.1752   -4.4409e-16      -1.1752
11030        8   30232017   30431278    358      25  161405     -0.69939   -3.3307e-16     -0.69939
2961         8   30434531   30525738    185      18  161405      0.40363   -3.8858e-16      0.40363
100507341    8   30486117   30504973     42       9  161405      0.59492   -3.3307e-16      0.59492
2936         8   30534078   30595486    170      15  161405     -0.70195   -3.3307e-16     -0.70195
7993         8   30591690   30626022     80       5  161405     -0.65408   -3.3307e-16     -0.65408
5516         8   30641626   30680352     75      10  161405       -1.232   -4.4409e-16       -1.232
56154        8   30687439   30780512    202      15  161405      -0.8024   -3.3307e-16      -0.8024
29942        8   30851820   30901231     73      15  161405    -0.058906    -3.747e-16    -0.058906
7486         8   30880778   31032777    284      23  161405       0.2947   -3.8858e-16       0.2947
3084         8   31486820   32624058   3435     134  161405      -1.7646   -4.4409e-16      -1.7646
84750        8   33226557   33340664    324      20  161405     -0.36646   -3.8858e-16     -0.36646
84549        8   33332685   33360278     72       8  161405     -0.20496   -3.8858e-16     -0.20496
80185        8   33354527   33380703     89       7  161405      0.10099    -3.747e-16      0.10099
79845        8   33403772   33434646     95       9  161405       1.2745   -4.4409e-16       1.2745
78986        8   33447348   33467546     41       7  161405      0.57028   -3.3307e-16      0.57028
137970       8   35082975   35655568    950      52  161405      -1.3605   -4.4409e-16      -1.3605
157855       8   36631842   36795143    262      18  161405     -0.30823   -3.8858e-16     -0.30823
80139        8   37543301   37557896      6       4  161405      -0.3595   -3.8858e-16      -0.3595
11160        8   37583743   37616819     15       8  161405       1.6345   -4.4409e-16       1.6345
11212        8   37609680   37638786     14       8  161405     -0.71432   -3.3307e-16     -0.71432
25960        8   37644401   37703004    113      27  161405     -0.13151   -3.8858e-16     -0.13151
55290        8   37699898   37717431     20       6  161405      -1.0809   -4.4409e-16      -1.0809
80223        8   37714965   37767015     42      12  161405     -0.29024   -3.8858e-16     -0.29024
137362       8   37790299   37807664     34       7  161405     -0.61155   -3.3307e-16     -0.61155
155          8   37819013   37834184     16       3  161405     -0.27128   -3.8858e-16     -0.27128
1978         8   37878020   37919383     50       8  161405      0.65875   -3.3307e-16      0.65875
9070         8   37952483   37999098     51      12  161405       1.7241   -4.4409e-16       1.7241
6770         8   37998718   38018783     17       6  161405       2.7989   -4.4409e-16       2.7989
27257        8   38019339   38044248     40       6  161405       4.4123             0       4.4123
9530         8   38024106   38072319     71       5  161405       4.4977             0       4.4977
23259        8   38078861   38121851     38       6  161405       4.8616             0       4.8616
84513        8   38117535   38136841     21       4  161405       5.1684             0       5.1684
54904        8   38125717   38249872    154      12  161405       5.0095             0       5.0095
137994       8   38230041   38268545     46       5  161405       5.3059             0       5.3059
2260         8   38267156   38336352    112      19  161405       4.8363             0       4.8363
389649       8   38366852   38396180     79       8  161405       1.0654   -4.4409e-16       1.0654
6867         8   38575704   38712046    256      24  161405        1.386   -4.4409e-16        1.386
59339        8   38748753   38832931    216      46  161405      -1.2225   -4.4409e-16      -1.2225
203100       8   38821668   38847681     56       6  161405      -1.3902   -4.4409e-16      -1.3902
8754         8   38844505   38964280    225      20  161405      -1.4445   -4.4409e-16      -1.4445
83877        8   38844827   38864335     42       7  161405     -0.86543   -3.3307e-16     -0.86543
203102       8   38955050   39143936    395      17  161405      -1.2286   -4.4409e-16      -1.2286
8749         8   39432087   39589083    292      22  161405     -0.29262   -3.8858e-16     -0.29262
2515         8   39599754   39705808    218      23  161405      -1.0571   -4.4409e-16      -1.0571
3620         8   39761328   39787809     52      10  161405      -1.1479   -4.4409e-16      -1.1479
169355       8   39782474   39875410    410      33  161405     -0.65048   -3.3307e-16     -0.65048
56892        8   40000987   40014327     34       7  161405      -1.2692   -4.4409e-16      -1.2692
79698        8   40386609   40765345   1142      79  161405       2.9318   -4.4409e-16       2.9318
6422         8   41117976   41176990    134      18  161405      -1.6393   -4.4409e-16      -1.6393
51125        8   41338081   41369999     96      14  161405      -1.2989   -4.4409e-16      -1.2989
84296        8   41376725   41404065     95      20  161405      -1.1765   -4.4409e-16      -1.1765
137964       8   41425702   41484020    142      13  161405     -0.19599   -3.8858e-16     -0.19599
157848       8   41502329   41518011     52       9  161405     -0.64231   -3.3307e-16     -0.64231
286          8   41509244   41764280    742      67  161405      0.29021   -3.8858e-16      0.29021
7994         8   41785497   41919506    181      17  161405      -1.7472   -4.4409e-16      -1.7472
10947        8   42000464   42030201     48       6  161405       1.6112   -4.4409e-16       1.6112
5327         8   42030736   42075242     62      10  161405      0.75938   -3.3307e-16      0.75938
3551         8   42118820   42191671    119      13  161405      -1.0038   -4.4409e-16      -1.0038
5423         8   42185973   42230831     76      10  161405     -0.96789   -3.3307e-16     -0.96789
27121        8   42230086   42244674     33       5  161405     -0.96426   -3.3307e-16     -0.96426
7419         8   42239279   42264955     32       5  161405      -0.7228   -3.3307e-16      -0.7228
6575         8   42272480   42407356    249      29  161405       1.4523   -4.4409e-16       1.4523
114926       8   42386298   42409640     51       6  161405      0.98501   -3.3307e-16      0.98501
1142         8   42542562   42593709    220       9  161405      -0.4243   -3.8858e-16      -0.4243
8973         8   42606263   42633929     61       7  161405      0.16334   -3.8858e-16      0.16334
55145        8   42690317   42708474     24       5  161405     -0.10034    -3.747e-16     -0.10034
81790        8   42703280   42761866     79      10  161405      0.24213   -3.8858e-16      0.24213
84376        8   42742033   42887182    253      10  161405     -0.36879   -3.8858e-16     -0.36879
2339         8   42901442   42942431     56      11  161405     -0.62615   -3.3307e-16     -0.62615
84197        8   42938649   42979823     56       8  161405     -0.11555    -3.747e-16     -0.11555
138050       8   42985592   43059470     87      17  161405    -0.081072    -3.747e-16    -0.081072
340441       8   43137585   43219828    251       9  161405    -0.013069   -3.7643e-16    -0.013069
23514        8   48163489   48650063    362      26  161405      0.78333   -3.3307e-16      0.78333
1052         8   48647976   48660726      8       5  161405     -0.28179   -3.8858e-16     -0.28179
5591         8   48684169   48882743    148      21  161405      0.87022   -3.3307e-16      0.87022
4173         8   48862763   48892220     14       5  161405       1.0016   -4.4409e-16       1.0016
7336         8   48910966   48978768     40      11  161405      0.93914   -3.3307e-16      0.93914
79645        8   49625974   49657870     56      15  161405      -1.6397   -4.4409e-16      -1.6397
6591         8   49828736   49843999     15       8  161405     0.087057    -3.747e-16     0.087057
492307       8   49956895   49990142     59       9  161405      0.77173   -3.3307e-16      0.77173
54212        8   50812349   51707671   2571      57  161405      0.14785   -3.8858e-16      0.14785
137902       8   52230637   52732005   1681      58  161405      0.87335   -3.3307e-16      0.87335
115294       8   52728640   52821735    327      15  161405       1.8001   -4.4409e-16       1.8001
9705         8   53021892   53332439    713      59  161405       2.1537   -4.4409e-16       2.1537
389658       8   53445097   53488021     72       9  161405     -0.28789   -3.8858e-16     -0.28789
9821         8   53533518   53637026    114      21  161405      -1.0781   -4.4409e-16      -1.0781
2831         8   53842468   53854954     63      10  161405      0.82567   -3.3307e-16      0.82567
4986         8   54136776   54174257    183      16  161405      -1.5253   -4.4409e-16      -1.5253
51606        8   54626603   54766099    161      10  161405     -0.83056   -3.3307e-16     -0.83056
8601         8   54754368   54873363    146      22  161405      0.81667   -3.3307e-16      0.81667
6917         8   54877616   54945008    120       8  161405      0.69012   -3.3307e-16      0.69012
10434        8   54957427   55024577    120       8  161405      0.34551   -3.8858e-16      0.34551
29088        8   55037781   55062574     44       4  161405       1.1652   -4.4409e-16       1.1652
64321        8   55360495   55374956     27       5  161405      -2.2188   -4.4409e-16      -2.2188
100129098    8   55376654   55392986     46      13  161405      -1.3407   -4.4409e-16      -1.3407
6101         8   55518627   55684024    265      16  161405       3.2729   -4.4409e-16       3.2729
114786       8   56005017   56440214   1126      71  161405      0.73974   -3.3307e-16      0.73974
137695       8   56649817   56695955    120       9  161405       1.1298   -4.4409e-16       1.1298
96764        8   56675791   56739507    174      12  161405      0.76111   -3.3307e-16      0.76111
4067         8   56782386   56926506    447      34  161405      -1.0776   -4.4409e-16      -1.0776
6224         8   56979239   56997140     60       6  161405     -0.87902   -3.3307e-16     -0.87902
4342         8   57024001   57036541     30       6  161405      -1.3421   -4.4409e-16      -1.3421
5324         8   57071963   57133859     94      13  161405      -1.8613   -4.4409e-16      -1.8613
79145        8   57114315   57132678     18      10  161405      -1.0918   -4.4409e-16      -1.0918
195814       8   57211070   57243335     60      13  161405     -0.85124   -3.3307e-16     -0.85124
5179         8   57352013   57369282     56       8  161405        1.107   -4.4409e-16        1.107
54928        8   57868988   57916430     87      11  161405      -0.1361   -3.8858e-16      -0.1361
90362        8   58897068   59063777    370      26  161405     -0.58578   -3.3307e-16     -0.58578
137886       8   59313823   59365560    137      18  161405       2.8575   -4.4409e-16       2.8575
1581         8   59401237   59422720     51       8  161405     0.051191    -3.747e-16     0.051191
6386         8   59455566   59496919     73       4  161405      -1.2602   -4.4409e-16      -1.2602
8439         8   59494563   59582404    188      21  161405     -0.59194   -3.3307e-16     -0.59194
9760         8   59716477   60041767    809      73  161405     0.024914    -3.747e-16     0.024914
767          8   61099923   61203954    358      25  161405       2.8258   -4.4409e-16       2.8258
5862         8   61419469   61537703    229      12  161405        2.181   -4.4409e-16        2.181
55636        8   61581321   61782087    359      20  161405         1.39   -4.4409e-16         1.39
157807       8   62190514   62415704    427      47  161405      0.66281   -3.3307e-16      0.66281
444          8   62411615   62637199    513      34  161405         0.63   -3.3307e-16         0.63
286183       8   63151501   63913711   2221      65  161405      -1.9227   -4.4409e-16      -1.9227
8836         8   63926138   63961610    139      15  161405       1.2884   -4.4409e-16       1.2884
7274         8   63970547   64008612     95      13  161405       1.5103   -4.4409e-16       1.5103
253943       8   64071112   64126846     79      16  161405    -0.070401    -3.747e-16    -0.070401
27319        8   65482795   65497691     21       7  161405       2.9166   -4.4409e-16       2.9166
9420         8   65507029   65721348    394      23  161405       3.9032   -4.4409e-16       3.9032
55156        8   66513191   66556452    134      10  161405       1.4663   -4.4409e-16       1.4663
9650         8   66546888   66624298    199      15  161405       1.1417   -4.4409e-16       1.1417
5150         8   66625069   66763969    329      21  161405      0.56602   -3.3307e-16      0.56602
85479        8   66923791   67014255    260      29  161405       0.2597   -3.8858e-16       0.2597
84675        8   67029131   67089220    130      13  161405    -0.053087    -3.747e-16    -0.053087
1392         8   67087112   67100846     34       5  161405      0.99872   -3.3307e-16      0.99872
23212        8   67331263   67344468     34       8  161405       1.4915   -4.4409e-16       1.4915
137872       8   67334693   67385760    157      19  161405       1.1688   -4.4409e-16       1.1688
254778       8   67395491   67432259     74      19  161405     -0.88115   -3.3307e-16     -0.88115
4603         8   67472910   67535484     78       6  161405      0.36085   -3.8858e-16      0.36085
80124        8   67540988   67589452     59       8  161405      0.11546    -3.747e-16      0.11546
56260        8   67569787   67599297     36       8  161405     -0.10646    -3.747e-16     -0.10646
100533105    8   67569787   67775757    307      12  161405      -1.0913   -4.4409e-16      -1.0913
23678        8   67614653   67775757    244      11  161405      -1.4107   -4.4409e-16      -1.4107
157777       8   67772984   67835783     75       9  161405      -2.0446   -4.4409e-16      -2.0446
100129654    8   67857236   67884825     26       6  161405      -1.1165   -4.4409e-16      -1.1165
286187       8   67874780   67950804     68       7  161405    0.0083039   -3.7643e-16    0.0083039
